iso3,ym,value,coverage,n_cells,dataset_type
MAC,2025-10,1.3776,nearest_cell,0,consolidated_dataset
MAF,2025-10,0.5951,nearest_cell,0,consolidated_dataset
MAR,2025-10,-0.8641,cells,869,consolidated_dataset
MCO,2025-10,-1.0603,nearest_cell,0,consolidated_dataset
MDA,2025-10,-0.6013,cells,63,consolidated_dataset
MDG,2025-10,-1.1336,cells,816,consolidated_dataset
MDV,2025-10,0.3411,nearest_cell,0,consolidated_dataset
MEX,2025-10,-0.1163,cells,2789,consolidated_dataset
MHL,2025-10,0.5844,nearest_cell,0,consolidated_dataset
MKD,2025-10,0.5945,cells,44,consolidated_dataset
MLI,2025-10,-0.5663,cells,1695,consolidated_dataset
MLT,2025-10,0.1034,nearest_cell,0,consolidated_dataset
MMR,2025-10,-0.7742,cells,911,consolidated_dataset
MNE,2025-10,0.0958,cells,27,consolidated_dataset
MNG,2025-10,-0.3142,cells,2946,consolidated_dataset
MNP,2025-10,-0.9019,nearest_cell,0,consolidated_dataset
MOZ,2025-10,-1.0411,cells,1076,consolidated_dataset
MRT,2025-10,-0.4445,cells,1445,consolidated_dataset
MSR,2025-10,0.2328,nearest_cell,0,consolidated_dataset
MUS,2025-10,-0.3648,cells,3,consolidated_dataset
MWI,2025-10,-1.8289,cells,161,consolidated_dataset
MYS,2025-10,0.0223,cells,425,consolidated_dataset
NAM,2025-10,-0.0632,cells,1145,consolidated_dataset
NCL,2025-10,0.6383,cells,27,consolidated_dataset
NER,2025-10,-0.1392,cells,1613,consolidated_dataset
NFK,2025-10,1.3123,nearest_cell,0,consolidated_dataset
NGA,2025-10,0.0686,cells,1201,consolidated_dataset
NIC,2025-10,0.0192,cells,164,consolidated_dataset
NIU,2025-10,1.2397,nearest_cell,0,consolidated_dataset
NLD,2025-10,-0.625,cells,75,consolidated_dataset
NOR,2025-10,0.5807,cells,1355,consolidated_dataset
NPL,2025-10,1.6239,cells,221,consolidated_dataset
NRU,2025-10,0.5844,nearest_cell,0,consolidated_dataset
NZL,2025-10,0.5962,cells,470,consolidated_dataset
OMN,2025-10,1.8499,cells,437,consolidated_dataset
PAK,2025-10,0.091,cells,1305,consolidated_dataset
PAN,2025-10,-0.1426,cells,98,consolidated_dataset
PCN,2025-10,-0.0096,nearest_cell,0,consolidated_dataset
PER,2025-10,0.6024,cells,1702,consolidated_dataset
PHL,2025-10,1.9546,cells,386,consolidated_dataset
PLW,2025-10,3.1337,nearest_cell,0,consolidated_dataset
PNG,2025-10,0.0243,cells,615,consolidated_dataset
POL,2025-10,-0.187,cells,657,consolidated_dataset
PRI,2025-10,0.515,cells,12,consolidated_dataset
PRK,2025-10,1.126,cells,202,consolidated_dataset
PRT,2025-10,-0.9775,cells,155,consolidated_dataset
PRY,2025-10,-0.1468,cells,564,consolidated_dataset
PSE,2025-10,-1.7292,cells,12,consolidated_dataset
PYF,2025-10,0.8356,cells,3,consolidated_dataset
QAT,2025-10,-0.8822,cells,14,consolidated_dataset
RKS,2025-10,0.3508,cells,19,consolidated_dataset
ROU,2025-10,-0.4332,cells,434,consolidated_dataset
RUS,2025-10,-0.6887,cells,46490,consolidated_dataset
RWA,2025-10,0.1903,cells,35,consolidated_dataset
SAU,2025-10,-0.8456,cells,2735,consolidated_dataset
SDN,2025-10,-0.435,cells,2491,consolidated_dataset
SEN,2025-10,1.1099,cells,265,consolidated_dataset
SGP,2025-10,-0.4357,nearest_cell,0,consolidated_dataset
SGS,2025-10,0.8449,cells,8,consolidated_dataset
SHN,2025-10,-0.3988,nearest_cell,0,consolidated_dataset
SLB,2025-10,-0.0733,cells,34,consolidated_dataset
SLE,2025-10,2.3248,cells,91,consolidated_dataset
SLV,2025-10,-0.5196,cells,28,consolidated_dataset
SMR,2025-10,-0.4419,nearest_cell,0,consolidated_dataset
SOM,2025-10,-1.4858,cells,848,consolidated_dataset
SPM,2025-10,-4.0047,nearest_cell,0,consolidated_dataset
SRB,2025-10,-0.3111,cells,137,consolidated_dataset
SSD,2025-10,-0.4105,cells,803,consolidated_dataset
STP,2025-10,-1.3427,cells,1,consolidated_dataset
SUR,2025-10,-0.1915,cells,187,consolidated_dataset
SVK,2025-10,-0.0008,cells,90,consolidated_dataset
SVN,2025-10,-0.6404,cells,39,consolidated_dataset
SWE,2025-10,0.627,cells,1250,consolidated_dataset
SWZ,2025-10,-0.1091,cells,25,consolidated_dataset
SXM,2025-10,0.5951,nearest_cell,0,consolidated_dataset
SYC,2025-10,-0.2508,nearest_cell,0,consolidated_dataset
SYR,2025-10,-1.3685,cells,297,consolidated_dataset
TCA,2025-10,1.7714,nearest_cell,0,consolidated_dataset
TCD,2025-10,-0.8373,cells,1691,consolidated_dataset
TGO,2025-10,-1.073,cells,74,consolidated_dataset
THA,2025-10,-0.2703,cells,690,consolidated_dataset
TJK,2025-10,-3.4818,cells,234,consolidated_dataset
TKM,2025-10,-2.1321,cells,785,consolidated_dataset
TLS,2025-10,0.3191,cells,20,consolidated_dataset
TON,2025-10,-0.0178,nearest_cell,0,consolidated_dataset
TTO,2025-10,-1.1713,cells,6,consolidated_dataset
TUN,2025-10,-0.8343,cells,243,consolidated_dataset
TUR,2025-10,-0.841,cells,1295,consolidated_dataset
TUV,2025-10,-1.0338,nearest_cell,0,consolidated_dataset
TWN,2025-10,-0.8681,cells,52,consolidated_dataset
TZA,2025-10,-0.8346,cells,1192,consolidated_dataset
UGA,2025-10,-0.0616,cells,289,consolidated_dataset
UKR,2025-10,-0.5651,cells,1110,consolidated_dataset
URY,2025-10,-1.2248,cells,274,consolidated_dataset
USA,2025-10,-0.1249,cells,17530,consolidated_dataset
UZB,2025-10,-2.0239,cells,731,consolidated_dataset
VAT,2025-10,0.346,nearest_cell,0,consolidated_dataset
VCT,2025-10,-0.5348,nearest_cell,0,consolidated_dataset
VEN,2025-10,-0.9957,cells,1187,consolidated_dataset
VGB,2025-10,-0.1219,nearest_cell,0,consolidated_dataset
VIR,2025-10,0.1428,nearest_cell,0,consolidated_dataset
VNM,2025-10,1.041,cells,447,consolidated_dataset
VUT,2025-10,0.5159,cells,15,consolidated_dataset
WLF,2025-10,-1.0577,nearest_cell,0,consolidated_dataset
WSM,2025-10,1.1132,cells,5,consolidated_dataset
YEM,2025-10,0.8191,cells,611,consolidated_dataset
ZAF,2025-10,-0.2846,cells,1810,consolidated_dataset
ZMB,2025-10,-1.1313,cells,1006,consolidated_dataset
ZWE,2025-10,-1.3024,cells,529,consolidated_dataset
ABW,2025-11,-1.3338,cells,1,consolidated_dataset
AFG,2025-11,-1.6982,cells,1003,consolidated_dataset
AGO,2025-11,-1.0383,cells,1622,consolidated_dataset
AIA,2025-11,0.2866,nearest_cell,0,consolidated_dataset
ALA,2025-11,-0.0767,cells,2,consolidated_dataset
ALB,2025-11,1.5216,cells,50,consolidated_dataset
AND,2025-11,-0.6923,cells,1,consolidated_dataset
ARE,2025-11,-0.5044,cells,98,consolidated_dataset
ARG,2025-11,-0.8965,cells,4445,consolidated_dataset
ARM,2025-11,-1.717,cells,46,consolidated_dataset
ASM,2025-11,1.7096,nearest_cell,0,consolidated_dataset
ATA,2025-11,0.3528,cells,96015,consolidated_dataset
ATF,2025-11,1.1953,cells,14,consolidated_dataset
ATG,2025-11,0.1684,cells,1,consolidated_dataset
AUS,2025-11,0.0586,cells,11139,consolidated_dataset
AUT,2025-11,-0.0462,cells,163,consolidated_dataset
AZE,2025-11,-1.1226,cells,149,consolidated_dataset
BDI,2025-11,-1.545,cells,35,consolidated_dataset
BEL,2025-11,0.0786,cells,62,consolidated_dataset
BEN,2025-11,-0.4604,cells,153,consolidated_dataset
BFA,2025-11,-0.0237,cells,363,consolidated_dataset
BGD,2025-11,-0.4667,cells,194,consolidated_dataset
BGR,2025-11,1.0933,cells,201,consolidated_dataset
BHR,2025-11,-0.8618,cells,1,consolidated_dataset
BHS,2025-11,1.5094,cells,11,consolidated_dataset
BIH,2025-11,-0.1336,cells,90,consolidated_dataset
BLM,2025-11,0.2866,nearest_cell,0,consolidated_dataset
BLR,2025-11,-0.3092,cells,447,consolidated_dataset
BLZ,2025-11,0.1216,cells,28,consolidated_dataset
BMU,2025-11,-0.6075,nearest_cell,0,consolidated_dataset
BOL,2025-11,-0.9549,cells,1472,consolidated_dataset
BRA,2025-11,-0.9983,cells,11268,consolidated_dataset
BRB,2025-11,-1.6119,nearest_cell,0,consolidated_dataset
BRN,2025-11,1.0367,cells,8,consolidated_dataset
BTN,2025-11,-0.3525,cells,58,consolidated_dataset
BWA,2025-11,0.7372,cells,820,consolidated_dataset
CAF,2025-11,-1.664,cells,802,consolidated_dataset
CAN,2025-11,-0.2244,cells,26935,consolidated_dataset
CHE,2025-11,0.5134,cells,80,consolidated_dataset
CHL,2025-11,-0.5519,cells,1238,consolidated_dataset
CHN,2025-11,0.0445,cells,15200,consolidated_dataset
CIV,2025-11,-0.8139,cells,421,consolidated_dataset
CMR,2025-11,-0.2208,cells,606,consolidated_dataset
COD,2025-11,-1.6912,cells,2957,consolidated_dataset
COG,2025-11,0.4905,cells,450,consolidated_dataset
COK,2025-11,2.1708,nearest_cell,0,consolidated_dataset
COL,2025-11,0.0767,cells,1483,consolidated_dataset
COM,2025-11,0.0157,cells,3,consolidated_dataset
CPV,2025-11,-0.1759,cells,3,consolidated_dataset
CRI,2025-11,0.2831,cells,69,consolidated_dataset
CUB,2025-11,0.9694,cells,158,consolidated_dataset
CUW,2025-11,-1.9524,nearest_cell,0,consolidated_dataset
CYM,2025-11,-1.2352,nearest_cell,0,consolidated_dataset
CYP,2025-11,-1.0987,cells,16,consolidated_dataset
CZE,2025-11,0.6127,cells,158,consolidated_dataset
DEU,2025-11,0.3893,cells,726,consolidated_dataset
DJI,2025-11,-2.3476,cells,28,consolidated_dataset
DMA,2025-11,0.1114,nearest_cell,0,consolidated_dataset
DNK,2025-11,0.3456,cells,103,consolidated_dataset
DOM,2025-11,1.017,cells,69,consolidated_dataset
DZA,2025-11,-0.8856,cells,3422,consolidated_dataset
ECU,2025-11,0.7666,cells,334,consolidated_dataset
EGY,2025-11,-0.3436,cells,1487,consolidated_dataset
ERI,2025-11,-0.443,cells,170,consolidated_dataset
ESH,2025-11,-0.3047,cells,129,consolidated_dataset
ESP,2025-11,-0.6021,cells,856,consolidated_dataset
EST,2025-11,-0.5692,cells,114,consolidated_dataset
ETH,2025-11,-0.9727,cells,1473,consolidated_dataset
FIN,2025-11,0.5828,cells,986,consolidated_dataset
FJI,2025-11,0.1297,cells,22,consolidated_dataset
FLK,2025-11,0.4496,cells,24,consolidated_dataset
FRA,2025-11,0.1875,cells,1149,consolidated_dataset
FRO,2025-11,-0.0967,cells,5,consolidated_dataset
FSM,2025-11,0.409,nearest_cell,0,consolidated_dataset
GAB,2025-11,-0.1058,cells,337,consolidated_dataset
GBR,2025-11,1.0146,cells,524,consolidated_dataset
GEO,2025-11,-0.4718,cells,123,consolidated_dataset
GGY,2025-11,0.1953,nearest_cell,0,consolidated_dataset
GHA,2025-11,-0.7519,cells,310,consolidated_dataset
GIN,2025-11,0.5609,cells,317,consolidated_dataset
GMB,2025-11,0.8943,cells,18,consolidated_dataset
GNB,2025-11,1.3568,cells,46,consolidated_dataset
GNQ,2025-11,-0.7562,cells,31,consolidated_dataset
GRC,2025-11,0.5607,cells,219,consolidated_dataset
GRD,2025-11,-1.7434,nearest_cell,0,consolidated_dataset
GRL,2025-11,-0.2059,cells,10598,consolidated_dataset
GTM,2025-11,-0.1211,cells,151,consolidated_dataset
GUM,2025-11,0.4417,nearest_cell,0,consolidated_dataset
GUY,2025-11,-0.7596,cells,271,consolidated_dataset
HKG,2025-11,1.4826,cells,2,consolidated_dataset
HMD,2025-11,1.3192,nearest_cell,0,consolidated_dataset
HND,2025-11,0.3941,cells,152,consolidated_dataset
HRV,2025-11,-0.353,cells,101,consolidated_dataset
HTI,2025-11,1.0935,cells,38,consolidated_dataset
HUN,2025-11,-0.188,cells,179,consolidated_dataset
IDN,2025-11,0.283,cells,2381,consolidated_dataset
IMN,2025-11,1.8496,cells,1,consolidated_dataset
IND,2025-11,0.8134,cells,4435,consolidated_dataset
IOT,2025-11,0.8981,nearest_cell,0,consolidated_dataset
IRL,2025-11,1.3857,cells,153,consolidated_dataset
IRN,2025-11,-2.0834,cells,2491,consolidated_dataset
IRQ,2025-11,-1.1597,cells,670,consolidated_dataset
ISL,2025-11,-0.942,cells,306,consolidated_dataset
ISR,2025-11,-1.345,cells,34,consolidated_dataset
ITA,2025-11,-0.5989,cells,525,consolidated_dataset
JAM,2025-11,2.02,cells,14,consolidated_dataset
JEY,2025-11,0.0481,nearest_cell,0,consolidated_dataset
JOR,2025-11,-2.0514,cells,130,consolidated_dataset
JPN,2025-11,0.0784,cells,606,consolidated_dataset
KAZ,2025-11,-0.3128,cells,5212,consolidated_dataset
KEN,2025-11,-1.7323,cells,759,consolidated_dataset
KGZ,2025-11,-1.6477,cells,341,consolidated_dataset
KHM,2025-11,1.1353,cells,242,consolidated_dataset
KIR,2025-11,-2.4663,nearest_cell,0,consolidated_dataset
KNA,2025-11,0.2866,nearest_cell,0,consolidated_dataset
KOR,2025-11,1.459,cells,155,consolidated_dataset
KWT,2025-11,-1.7345,cells,24,consolidated_dataset
LAO,2025-11,0.9994,cells,306,consolidated_dataset
LBN,2025-11,-1.1429,cells,15,consolidated_dataset
LBR,2025-11,1.6711,cells,121,consolidated_dataset
LBY,2025-11,-0.4499,cells,2357,consolidated_dataset
LCA,2025-11,-1.0379,cells,2,consolidated_dataset
LIE,2025-11,0.3854,nearest_cell,0,consolidated_dataset
LKA,2025-11,1.1707,cells,87,consolidated_dataset
LSO,2025-11,1.0998,cells,45,consolidated_dataset
LTU,2025-11,0.18,cells,150,consolidated_dataset
LUX,2025-11,1.2887,cells,5,consolidated_dataset
LVA,2025-11,-0.9083,cells,149,consolidated_dataset
MAC,2025-11,1.5189,nearest_cell,0,consolidated_dataset
MAF,2025-11,0.2866,nearest_cell,0,consolidated_dataset
MAR,2025-11,-0.6786,cells,871,consolidated_dataset
MCO,2025-11,-1.4248,nearest_cell,0,consolidated_dataset
MDA,2025-11,0.4189,cells,63,consolidated_dataset
MDG,2025-11,0.241,cells,816,consolidated_dataset
MDV,2025-11,0.9937,nearest_cell,0,consolidated_dataset
MEX,2025-11,-0.0848,cells,2789,consolidated_dataset
MHL,2025-11,0.9987,nearest_cell,0,consolidated_dataset
MKD,2025-11,1.4184,cells,44,consolidated_dataset
MLI,2025-11,-0.3665,cells,1695,consolidated_dataset
MLT,2025-11,-0.269,nearest_cell,0,consolidated_dataset
MMR,2025-11,0.0033,cells,910,consolidated_dataset
MNE,2025-11,0.6181,cells,27,consolidated_dataset
MNG,2025-11,0.2107,cells,2944,consolidated_dataset
MNP,2025-11,-0.6262,nearest_cell,0,consolidated_dataset
MOZ,2025-11,0.684,cells,1080,consolidated_dataset
MRT,2025-11,-0.3507,cells,1445,consolidated_dataset
MSR,2025-11,0.0004,nearest_cell,0,consolidated_dataset
MUS,2025-11,0.4872,cells,3,consolidated_dataset
MWI,2025-11,0.5097,cells,158,consolidated_dataset
MYS,2025-11,-0.0056,cells,425,consolidated_dataset
NAM,2025-11,0.1327,cells,1145,consolidated_dataset
NCL,2025-11,0.7601,cells,27,consolidated_dataset
NER,2025-11,0.7558,cells,1614,consolidated_dataset
NFK,2025-11,0.7424,nearest_cell,0,consolidated_dataset
NGA,2025-11,0.0572,cells,1202,consolidated_dataset
NIC,2025-11,0.848,cells,164,consolidated_dataset
NIU,2025-11,1.7096,nearest_cell,0,consolidated_dataset
NLD,2025-11,0.4405,cells,75,consolidated_dataset
NOR,2025-11,0.6455,cells,1368,consolidated_dataset
NPL,2025-11,1.3632,cells,221,consolidated_dataset
NRU,2025-11,0.9987,nearest_cell,0,consolidated_dataset
NZL,2025-11,0.8282,cells,470,consolidated_dataset
OMN,2025-11,-0.8186,cells,437,consolidated_dataset
PAK,2025-11,-0.0374,cells,1306,consolidated_dataset
PAN,2025-11,0.4426,cells,98,consolidated_dataset
PCN,2025-11,-0.8885,nearest_cell,0,consolidated_dataset
PER,2025-11,0.6971,cells,1703,consolidated_dataset
PHL,2025-11,1.7919,cells,387,consolidated_dataset
PLW,2025-11,1.5313,nearest_cell,0,consolidated_dataset
PNG,2025-11,0.3295,cells,604,consolidated_dataset
POL,2025-11,0.5328,cells,657,consolidated_dataset
PRI,2025-11,0.1261,cells,12,consolidated_dataset
PRK,2025-11,1.027,cells,202,consolidated_dataset
PRT,2025-11,0.1887,cells,155,consolidated_dataset
PRY,2025-11,-0.6676,cells,560,consolidated_dataset
PSE,2025-11,-0.6822,cells,12,consolidated_dataset
PYF,2025-11,1.3214,cells,3,consolidated_dataset
QAT,2025-11,-1.0731,cells,14,consolidated_dataset
RKS,2025-11,1.5578,cells,19,consolidated_dataset
ROU,2025-11,0.6119,cells,432,consolidated_dataset
RUS,2025-11,-0.35,cells,46686,consolidated_dataset
RWA,2025-11,-0.9847,cells,35,consolidated_dataset
SAU,2025-11,-1.1509,cells,2737,consolidated_dataset
SDN,2025-11,-0.7985,cells,2492,consolidated_dataset
SEN,2025-11,0.7838,cells,267,consolidated_dataset
SGP,2025-11,-0.6857,nearest_cell,0,consolidated_dataset
SGS,2025-11,0.4013,cells,8,consolidated_dataset
SHN,2025-11,0.4205,nearest_cell,0,consolidated_dataset
SLB,2025-11,0.0677,cells,34,consolidated_dataset
SLE,2025-11,2.1094,cells,91,consolidated_dataset
SLV,2025-11,-0.3316,cells,28,consolidated_dataset
SMR,2025-11,-0.5916,nearest_cell,0,consolidated_dataset
SOM,2025-11,-2.2382,cells,848,consolidated_dataset
SPM,2025-11,-0.2494,nearest_cell,0,consolidated_dataset
SRB,2025-11,0.8477,cells,137,consolidated_dataset
SSD,2025-11,-1.0803,cells,811,consolidated_dataset
STP,2025-11,-2.1685,cells,1,consolidated_dataset
SUR,2025-11,-0.9027,cells,187,consolidated_dataset
SVK,2025-11,1.1087,cells,90,consolidated_dataset
SVN,2025-11,-0.1163,cells,39,consolidated_dataset
SWE,2025-11,0.8515,cells,1257,consolidated_dataset
SWZ,2025-11,0.5239,cells,25,consolidated_dataset
SXM,2025-11,0.2866,nearest_cell,0,consolidated_dataset
SYC,2025-11,0.1382,nearest_cell,0,consolidated_dataset
SYR,2025-11,-1.5893,cells,297,consolidated_dataset
TCA,2025-11,1.2802,nearest_cell,0,consolidated_dataset
TCD,2025-11,-0.5449,cells,1691,consolidated_dataset
TGO,2025-11,-0.5451,cells,74,consolidated_dataset
THA,2025-11,0.9442,cells,689,consolidated_dataset
TJK,2025-11,-3.1056,cells,238,consolidated_dataset
TKM,2025-11,-2.1981,cells,784,consolidated_dataset
TLS,2025-11,0.7595,cells,20,consolidated_dataset
TON,2025-11,1.557,nearest_cell,0,consolidated_dataset
TTO,2025-11,-1.216,cells,6,consolidated_dataset
TUN,2025-11,-1.5097,cells,243,consolidated_dataset
TUR,2025-11,-0.9787,cells,1285,consolidated_dataset
TUV,2025-11,1.1075,nearest_cell,0,consolidated_dataset
TWN,2025-11,-0.1398,cells,52,consolidated_dataset
TZA,2025-11,-1.0377,cells,1181,consolidated_dataset
UGA,2025-11,-1.6155,cells,286,consolidated_dataset
UKR,2025-11,-0.1973,cells,1134,consolidated_dataset
URY,2025-11,-1.2476,cells,274,consolidated_dataset
USA,2025-11,-0.2967,cells,17548,consolidated_dataset
UZB,2025-11,-2.0419,cells,759,consolidated_dataset
VAT,2025-11,-0.6105,nearest_cell,0,consolidated_dataset
VCT,2025-11,-0.908,nearest_cell,0,consolidated_dataset
VEN,2025-11,-0.9832,cells,1187,consolidated_dataset
VGB,2025-11,-0.179,nearest_cell,0,consolidated_dataset
VIR,2025-11,0.2783,nearest_cell,0,consolidated_dataset
VNM,2025-11,1.3397,cells,446,consolidated_dataset
VUT,2025-11,-0.0969,cells,16,consolidated_dataset
WLF,2025-11,0.8863,nearest_cell,0,consolidated_dataset
WSM,2025-11,1.5558,cells,5,consolidated_dataset
YEM,2025-11,-0.9357,cells,611,consolidated_dataset
ZAF,2025-11,0.132,cells,1810,consolidated_dataset
ZMB,2025-11,0.3684,cells,996,consolidated_dataset
ZWE,2025-11,1.0223,cells,530,consolidated_dataset
ABW,2025-12,-0.7406,cells,1,consolidated_dataset
AFG,2025-12,-0.377,cells,997,consolidated_dataset
AGO,2025-12,-0.8583,cells,1646,consolidated_dataset
AIA,2025-12,-0.0971,nearest_cell,0,consolidated_dataset
ALA,2025-12,-0.0855,cells,2,consolidated_dataset
ALB,2025-12,1.3593,cells,50,consolidated_dataset
AND,2025-12,-0.397,cells,1,consolidated_dataset
ARE,2025-12,0.8834,cells,98,consolidated_dataset
ARG,2025-12,-0.8784,cells,4440,consolidated_dataset
ARM,2025-12,-1.5745,cells,46,consolidated_dataset
ASM,2025-12,1.1763,nearest_cell,0,consolidated_dataset
ATA,2025-12,0.3187,cells,95999,consolidated_dataset
ATF,2025-12,0.4602,cells,14,consolidated_dataset
ATG,2025-12,0.0005,cells,1,consolidated_dataset
AUS,2025-12,-0.1628,cells,11139,consolidated_dataset
AUT,2025-12,-1.0701,cells,163,consolidated_dataset
AZE,2025-12,-1.6217,cells,146,consolidated_dataset
BDI,2025-12,-1.1694,cells,35,consolidated_dataset
BEL,2025-12,-0.9618,cells,62,consolidated_dataset
BEN,2025-12,-0.2957,cells,153,consolidated_dataset
BFA,2025-12,-0.0134,cells,363,consolidated_dataset
BGD,2025-12,-0.315,cells,194,consolidated_dataset
BGR,2025-12,1.812,cells,201,consolidated_dataset
BHR,2025-12,0.1488,cells,1,consolidated_dataset
BHS,2025-12,0.5064,cells,11,consolidated_dataset
BIH,2025-12,-0.3409,cells,90,consolidated_dataset
BLM,2025-12,-0.0971,nearest_cell,0,consolidated_dataset
BLR,2025-12,0.484,cells,451,consolidated_dataset
BLZ,2025-12,0.6363,cells,28,consolidated_dataset
BMU,2025-12,-0.5882,nearest_cell,0,consolidated_dataset
BOL,2025-12,-0.2002,cells,1465,consolidated_dataset
BRA,2025-12,-0.6282,cells,11271,consolidated_dataset
BRB,2025-12,-0.8305,nearest_cell,0,consolidated_dataset
BRN,2025-12,0.3741,cells,8,consolidated_dataset
BTN,2025-12,-0.31,cells,58,consolidated_dataset
BWA,2025-12,1.5852,cells,820,consolidated_dataset
CAF,2025-12,-2.0146,cells,806,consolidated_dataset
CAN,2025-12,0.8084,cells,26943,consolidated_dataset
CHE,2025-12,-0.9307,cells,80,consolidated_dataset
CHL,2025-12,-0.5009,cells,1236,consolidated_dataset
CHN,2025-12,-0.1468,cells,15218,consolidated_dataset
CIV,2025-12,-0.32,cells,421,consolidated_dataset
CMR,2025-12,-0.861,cells,604,consolidated_dataset
COD,2025-12,-1.5501,cells,2998,consolidated_dataset
COG,2025-12,-0.0053,cells,449,consolidated_dataset
COK,2025-12,2.0883,nearest_cell,0,consolidated_dataset
COL,2025-12,-0.4911,cells,1481,consolidated_dataset
COM,2025-12,-0.8276,cells,3,consolidated_dataset
CPV,2025-12,0.4402,cells,3,consolidated_dataset
CRI,2025-12,0.1906,cells,69,consolidated_dataset
CUB,2025-12,0.8148,cells,158,consolidated_dataset
CUW,2025-12,-1.0719,nearest_cell,0,consolidated_dataset
CYM,2025-12,-0.7609,nearest_cell,0,consolidated_dataset
CYP,2025-12,0.2429,cells,16,consolidated_dataset
CZE,2025-12,-0.6531,cells,158,consolidated_dataset
DEU,2025-12,-0.8335,cells,733,consolidated_dataset
DJI,2025-12,-1.7315,cells,28,consolidated_dataset
