iso3,ym,value,coverage,n_cells,dataset_type
MAC,2025-08,0.482,nearest_cell,0,consolidated_dataset
MAF,2025-08,-1.0588,nearest_cell,0,consolidated_dataset
MAR,2025-08,-1.0936,cells,871,consolidated_dataset
MCO,2025-08,-1.4623,nearest_cell,0,consolidated_dataset
MDA,2025-08,-1.8011,cells,63,consolidated_dataset
MDG,2025-08,-1.243,cells,816,consolidated_dataset
MDV,2025-08,0.9594,nearest_cell,0,consolidated_dataset
MEX,2025-08,0.1421,cells,2789,consolidated_dataset
MHL,2025-08,1.1929,nearest_cell,0,consolidated_dataset
MKD,2025-08,-1.5657,cells,44,consolidated_dataset
MLI,2025-08,-0.6398,cells,1692,consolidated_dataset
MLT,2025-08,-1.006,nearest_cell,0,consolidated_dataset
MMR,2025-08,0.2938,cells,910,consolidated_dataset
MNE,2025-08,-0.8963,cells,27,consolidated_dataset
MNG,2025-08,-0.9067,cells,2946,consolidated_dataset
MNP,2025-08,1.2625,nearest_cell,0,consolidated_dataset
MOZ,2025-08,-0.6384,cells,1078,consolidated_dataset
MRT,2025-08,-0.659,cells,1445,consolidated_dataset
MSR,2025-08,-1.3315,nearest_cell,0,consolidated_dataset
MUS,2025-08,1.4076,cells,3,consolidated_dataset
MWI,2025-08,-0.538,cells,161,consolidated_dataset
MYS,2025-08,-1.1653,cells,427,consolidated_dataset
NAM,2025-08,0.6583,cells,1145,consolidated_dataset
NCL,2025-08,-0.146,cells,27,consolidated_dataset
NER,2025-08,-0.3799,cells,1614,consolidated_dataset
NFK,2025-08,0.848,nearest_cell,0,consolidated_dataset
NGA,2025-08,-0.2094,cells,1200,consolidated_dataset
NIC,2025-08,1.0123,cells,164,consolidated_dataset
NIU,2025-08,0.4678,nearest_cell,0,consolidated_dataset
NLD,2025-08,-0.991,cells,75,consolidated_dataset
NOR,2025-08,-0.1414,cells,1366,consolidated_dataset
NPL,2025-08,0.0348,cells,219,consolidated_dataset
NRU,2025-08,1.1929,nearest_cell,0,consolidated_dataset
NZL,2025-08,0.0796,cells,470,consolidated_dataset
OMN,2025-08,0.833,cells,437,consolidated_dataset
PAK,2025-08,-0.0356,cells,1304,consolidated_dataset
PAN,2025-08,0.1786,cells,97,consolidated_dataset
PCN,2025-08,-0.7093,nearest_cell,0,consolidated_dataset
PER,2025-08,-0.1653,cells,1705,consolidated_dataset
PHL,2025-08,1.8189,cells,386,consolidated_dataset
PLW,2025-08,1.8698,nearest_cell,0,consolidated_dataset
PNG,2025-08,0.374,cells,614,consolidated_dataset
POL,2025-08,-0.335,cells,634,consolidated_dataset
PRI,2025-08,-0.877,cells,12,consolidated_dataset
PRK,2025-08,0.0061,cells,202,consolidated_dataset
PRT,2025-08,-1.6678,cells,155,consolidated_dataset
PRY,2025-08,0.3057,cells,564,consolidated_dataset
PSE,2025-08,-2.3563,cells,12,consolidated_dataset
PYF,2025-08,-0.2078,cells,3,consolidated_dataset
QAT,2025-08,-1.0258,cells,14,consolidated_dataset
RKS,2025-08,-1.9074,cells,19,consolidated_dataset
ROU,2025-08,-1.7528,cells,434,consolidated_dataset
RUS,2025-08,-0.0758,cells,46538,consolidated_dataset
RWA,2025-08,0.6121,cells,35,consolidated_dataset
SAU,2025-08,-0.9107,cells,2732,consolidated_dataset
SDN,2025-08,-1.0245,cells,2494,consolidated_dataset
SEN,2025-08,0.9178,cells,266,consolidated_dataset
SGP,2025-08,-1.3175,nearest_cell,0,consolidated_dataset
SGS,2025-08,0.9621,cells,8,consolidated_dataset
SHN,2025-08,0.2871,nearest_cell,0,consolidated_dataset
SLB,2025-08,-0.3022,cells,34,consolidated_dataset
SLE,2025-08,0.907,cells,91,consolidated_dataset
SLV,2025-08,-0.197,cells,28,consolidated_dataset
SMR,2025-08,0.4898,nearest_cell,0,consolidated_dataset
SOM,2025-08,-1.0995,cells,847,consolidated_dataset
SPM,2025-08,-1.1822,nearest_cell,0,consolidated_dataset
SRB,2025-08,-1.8025,cells,137,consolidated_dataset
SSD,2025-08,-1.1848,cells,804,consolidated_dataset
STP,2025-08,-0.7382,cells,1,consolidated_dataset
SUR,2025-08,1.2694,cells,187,consolidated_dataset
SVK,2025-08,-1.1416,cells,89,consolidated_dataset
SVN,2025-08,-1.1141,cells,39,consolidated_dataset
SWE,2025-08,-0.3522,cells,1253,consolidated_dataset
SWZ,2025-08,-1.2153,cells,25,consolidated_dataset
SXM,2025-08,-1.0588,nearest_cell,0,consolidated_dataset
SYC,2025-08,-0.5928,nearest_cell,0,consolidated_dataset
SYR,2025-08,-2.5347,cells,296,consolidated_dataset
TCA,2025-08,0.8786,nearest_cell,0,consolidated_dataset
TCD,2025-08,-0.9184,cells,1682,consolidated_dataset
TGO,2025-08,-1.6984,cells,74,consolidated_dataset
THA,2025-08,-0.2263,cells,689,consolidated_dataset
TJK,2025-08,-2.2049,cells,236,consolidated_dataset
TKM,2025-08,-1.2187,cells,787,consolidated_dataset
TLS,2025-08,-0.4026,cells,20,consolidated_dataset
TON,2025-08,0.2884,nearest_cell,0,consolidated_dataset
TTO,2025-08,-0.133,cells,6,consolidated_dataset
TUN,2025-08,-0.6888,cells,239,consolidated_dataset
TUR,2025-08,-2.2072,cells,1294,consolidated_dataset
TUV,2025-08,0.0885,nearest_cell,0,consolidated_dataset
TWN,2025-08,0.6947,cells,52,consolidated_dataset
TZA,2025-08,0.3075,cells,1190,consolidated_dataset
UGA,2025-08,-0.3131,cells,290,consolidated_dataset
UKR,2025-08,-1.1019,cells,1137,consolidated_dataset
URY,2025-08,-0.8385,cells,274,consolidated_dataset
USA,2025-08,-0.1058,cells,17493,consolidated_dataset
UZB,2025-08,-1.455,cells,770,consolidated_dataset
VAT,2025-08,-0.8694,nearest_cell,0,consolidated_dataset
VCT,2025-08,-0.7989,nearest_cell,0,consolidated_dataset
VEN,2025-08,-0.0445,cells,1187,consolidated_dataset
VGB,2025-08,-1.5591,nearest_cell,0,consolidated_dataset
VIR,2025-08,-1.784,nearest_cell,0,consolidated_dataset
VNM,2025-08,0.671,cells,442,consolidated_dataset
VUT,2025-08,0.6206,cells,16,consolidated_dataset
WLF,2025-08,-0.1643,nearest_cell,0,consolidated_dataset
WSM,2025-08,0.3713,cells,5,consolidated_dataset
YEM,2025-08,-0.1116,cells,611,consolidated_dataset
ZAF,2025-08,-0.0861,cells,1806,consolidated_dataset
ZMB,2025-08,0.5813,cells,1005,consolidated_dataset
ZWE,2025-08,-1.1626,cells,530,consolidated_dataset
ABW,2025-09,-1.6942,cells,1,consolidated_dataset
AFG,2025-09,-1.171,cells,1003,consolidated_dataset
AGO,2025-09,-0.0443,cells,1628,consolidated_dataset
AIA,2025-09,-0.2077,nearest_cell,0,consolidated_dataset
ALA,2025-09,0.231,cells,2,consolidated_dataset
ALB,2025-09,-1.2303,cells,50,consolidated_dataset
AND,2025-09,0.3696,cells,1,consolidated_dataset
ARE,2025-09,-0.8396,cells,97,consolidated_dataset
ARG,2025-09,0.1125,cells,4446,consolidated_dataset
ARM,2025-09,-1.118,cells,46,consolidated_dataset
ASM,2025-09,0.1129,nearest_cell,0,consolidated_dataset
ATA,2025-09,0.2616,cells,95976,consolidated_dataset
ATF,2025-09,-0.9348,cells,13,consolidated_dataset
ATG,2025-09,-0.6322,cells,1,consolidated_dataset
AUS,2025-09,0.1257,cells,11130,consolidated_dataset
AUT,2025-09,0.157,cells,158,consolidated_dataset
AZE,2025-09,-0.3128,cells,150,consolidated_dataset
BDI,2025-09,-0.1522,cells,35,consolidated_dataset
BEL,2025-09,-0.8629,cells,61,consolidated_dataset
BEN,2025-09,0.07,cells,153,consolidated_dataset
BFA,2025-09,0.3029,cells,363,consolidated_dataset
BGD,2025-09,0.0112,cells,191,consolidated_dataset
BGR,2025-09,-1.8869,cells,201,consolidated_dataset
BHR,2025-09,0.9561,cells,1,consolidated_dataset
BHS,2025-09,1.1835,cells,11,consolidated_dataset
BIH,2025-09,-0.7349,cells,90,consolidated_dataset
BLM,2025-09,-0.2077,nearest_cell,0,consolidated_dataset
BLR,2025-09,-0.2171,cells,451,consolidated_dataset
BLZ,2025-09,-0.6653,cells,28,consolidated_dataset
BMU,2025-09,0.5617,nearest_cell,0,consolidated_dataset
BOL,2025-09,-1.4548,cells,1474,consolidated_dataset
BRA,2025-09,-0.8455,cells,11260,consolidated_dataset
BRB,2025-09,-1.555,nearest_cell,0,consolidated_dataset
BRN,2025-09,0.8597,cells,8,consolidated_dataset
BTN,2025-09,-1.2014,cells,57,consolidated_dataset
BWA,2025-09,-1.1608,cells,820,consolidated_dataset
CAF,2025-09,0.1338,cells,807,consolidated_dataset
CAN,2025-09,-0.5605,cells,26795,consolidated_dataset
CHE,2025-09,1.0345,cells,79,consolidated_dataset
CHL,2025-09,-0.4428,cells,1238,consolidated_dataset
CHN,2025-09,0.011,cells,15202,consolidated_dataset
CIV,2025-09,-1.3323,cells,421,consolidated_dataset
CMR,2025-09,0.133,cells,607,consolidated_dataset
COD,2025-09,-1.2075,cells,3017,consolidated_dataset
COG,2025-09,-0.7275,cells,451,consolidated_dataset
COK,2025-09,-0.4334,nearest_cell,0,consolidated_dataset
COL,2025-09,0.02,cells,1486,consolidated_dataset
COM,2025-09,-0.595,cells,3,consolidated_dataset
CPV,2025-09,0.2614,cells,3,consolidated_dataset
CRI,2025-09,-0.7924,cells,69,consolidated_dataset
CUB,2025-09,-0.4933,cells,158,consolidated_dataset
CUW,2025-09,-2.2059,nearest_cell,0,consolidated_dataset
CYM,2025-09,-2.3507,nearest_cell,0,consolidated_dataset
CYP,2025-09,-0.827,cells,16,consolidated_dataset
CZE,2025-09,0.0131,cells,156,consolidated_dataset
DEU,2025-09,0.0289,cells,719,consolidated_dataset
DJI,2025-09,0.1451,cells,28,consolidated_dataset
DMA,2025-09,-0.6139,nearest_cell,0,consolidated_dataset
DNK,2025-09,0.2292,cells,103,consolidated_dataset
DOM,2025-09,-0.6004,cells,69,consolidated_dataset
DZA,2025-09,-0.5231,cells,3422,consolidated_dataset
ECU,2025-09,-0.0463,cells,334,consolidated_dataset
EGY,2025-09,-0.2586,cells,1464,consolidated_dataset
ERI,2025-09,0.2936,cells,167,consolidated_dataset
ESH,2025-09,-0.1395,cells,129,consolidated_dataset
ESP,2025-09,-1.0742,cells,857,consolidated_dataset
EST,2025-09,0.7852,cells,114,consolidated_dataset
ETH,2025-09,0.0589,cells,1461,consolidated_dataset
FIN,2025-09,-0.2709,cells,986,consolidated_dataset
FJI,2025-09,-0.6315,cells,22,consolidated_dataset
FLK,2025-09,-0.0635,cells,24,consolidated_dataset
FRA,2025-09,-0.0535,cells,1141,consolidated_dataset
FRO,2025-09,-1.2151,cells,5,consolidated_dataset
FSM,2025-09,0.1018,nearest_cell,0,consolidated_dataset
GAB,2025-09,-1.5154,cells,337,consolidated_dataset
GBR,2025-09,-0.647,cells,526,consolidated_dataset
GEO,2025-09,-0.4106,cells,121,consolidated_dataset
GGY,2025-09,0.1181,nearest_cell,0,consolidated_dataset
GHA,2025-09,-1.8959,cells,310,consolidated_dataset
GIN,2025-09,1.497,cells,322,consolidated_dataset
GMB,2025-09,1.327,cells,18,consolidated_dataset
GNB,2025-09,2.0139,cells,46,consolidated_dataset
GNQ,2025-09,-1.1354,cells,31,consolidated_dataset
GRC,2025-09,-1.3813,cells,219,consolidated_dataset
GRD,2025-09,-1.1985,nearest_cell,0,consolidated_dataset
GRL,2025-09,0.3477,cells,10610,consolidated_dataset
GTM,2025-09,-0.8022,cells,151,consolidated_dataset
GUM,2025-09,0.1865,nearest_cell,0,consolidated_dataset
GUY,2025-09,-1.0042,cells,274,consolidated_dataset
HKG,2025-09,1.6249,cells,2,consolidated_dataset
HMD,2025-09,-1.0088,nearest_cell,0,consolidated_dataset
HND,2025-09,-0.7387,cells,152,consolidated_dataset
HRV,2025-09,-0.2423,cells,101,consolidated_dataset
HTI,2025-09,-0.0952,cells,38,consolidated_dataset
HUN,2025-09,-0.5198,cells,180,consolidated_dataset
IDN,2025-09,0.6437,cells,2407,consolidated_dataset
IMN,2025-09,0.8268,cells,1,consolidated_dataset
IND,2025-09,0.7894,cells,4437,consolidated_dataset
IOT,2025-09,-1.6513,nearest_cell,0,consolidated_dataset
IRL,2025-09,-0.1216,cells,153,consolidated_dataset
IRN,2025-09,-1.0195,cells,2484,consolidated_dataset
IRQ,2025-09,-1.3335,cells,659,consolidated_dataset
ISL,2025-09,0.3145,cells,307,consolidated_dataset
ISR,2025-09,-1.5128,cells,34,consolidated_dataset
ITA,2025-09,0.2444,cells,527,consolidated_dataset
JAM,2025-09,-1.3393,cells,14,consolidated_dataset
JEY,2025-09,0.3295,nearest_cell,0,consolidated_dataset
JOR,2025-09,-1.5377,cells,130,consolidated_dataset
JPN,2025-09,-0.8174,cells,605,consolidated_dataset
KAZ,2025-09,-0.2892,cells,5233,consolidated_dataset
KEN,2025-09,-0.0969,cells,755,consolidated_dataset
KGZ,2025-09,-1.4643,cells,341,consolidated_dataset
KHM,2025-09,-0.0385,cells,240,consolidated_dataset
KIR,2025-09,-0.8737,nearest_cell,0,consolidated_dataset
KNA,2025-09,-0.2077,nearest_cell,0,consolidated_dataset
KOR,2025-09,-0.4516,cells,155,consolidated_dataset
KWT,2025-09,-1.4923,cells,24,consolidated_dataset
LAO,2025-09,0.9523,cells,307,consolidated_dataset
LBN,2025-09,-1.567,cells,15,consolidated_dataset
LBR,2025-09,0.3198,cells,121,consolidated_dataset
LBY,2025-09,-0.3251,cells,2345,consolidated_dataset
LCA,2025-09,-1.7144,cells,2,consolidated_dataset
LIE,2025-09,1.4111,nearest_cell,0,consolidated_dataset
LKA,2025-09,-1.2846,cells,85,consolidated_dataset
LSO,2025-09,0.6879,cells,45,consolidated_dataset
LTU,2025-09,0.6858,cells,150,consolidated_dataset
LUX,2025-09,0.7219,cells,5,consolidated_dataset
LVA,2025-09,0.9573,cells,149,consolidated_dataset
MAC,2025-09,1.2363,nearest_cell,0,consolidated_dataset
MAF,2025-09,-0.2077,nearest_cell,0,consolidated_dataset
MAR,2025-09,-0.9624,cells,871,consolidated_dataset
MCO,2025-09,-1.6827,nearest_cell,0,consolidated_dataset
MDA,2025-09,-1.3007,cells,63,consolidated_dataset
MDG,2025-09,-1.1408,cells,812,consolidated_dataset
MDV,2025-09,1.0012,nearest_cell,0,consolidated_dataset
MEX,2025-09,-0.0625,cells,2788,consolidated_dataset
MHL,2025-09,0.9952,nearest_cell,0,consolidated_dataset
MKD,2025-09,-0.9238,cells,44,consolidated_dataset
MLI,2025-09,-0.2934,cells,1693,consolidated_dataset
MLT,2025-09,0.8891,nearest_cell,0,consolidated_dataset
MMR,2025-09,-0.2028,cells,910,consolidated_dataset
MNE,2025-09,-0.0947,cells,27,consolidated_dataset
MNG,2025-09,-0.524,cells,2945,consolidated_dataset
MNP,2025-09,0.7481,nearest_cell,0,consolidated_dataset
MOZ,2025-09,-0.9326,cells,1080,consolidated_dataset
MRT,2025-09,-0.4135,cells,1445,consolidated_dataset
MSR,2025-09,-0.7121,nearest_cell,0,consolidated_dataset
MUS,2025-09,-0.082,cells,3,consolidated_dataset
MWI,2025-09,-1.2863,cells,161,consolidated_dataset
MYS,2025-09,-0.277,cells,428,consolidated_dataset
NAM,2025-09,-0.0444,cells,1145,consolidated_dataset
NCL,2025-09,0.0218,cells,27,consolidated_dataset
NER,2025-09,-0.0124,cells,1614,consolidated_dataset
NFK,2025-09,0.4673,nearest_cell,0,consolidated_dataset
NGA,2025-09,0.4644,cells,1199,consolidated_dataset
NIC,2025-09,-0.6033,cells,164,consolidated_dataset
NIU,2025-09,0.1129,nearest_cell,0,consolidated_dataset
NLD,2025-09,-0.7679,cells,75,consolidated_dataset
NOR,2025-09,-0.1366,cells,1370,consolidated_dataset
NPL,2025-09,0.296,cells,221,consolidated_dataset
NRU,2025-09,0.9952,nearest_cell,0,consolidated_dataset
NZL,2025-09,0.1833,cells,469,consolidated_dataset
OMN,2025-09,1.6469,cells,428,consolidated_dataset
PAK,2025-09,0.0618,cells,1306,consolidated_dataset
PAN,2025-09,-0.4965,cells,98,consolidated_dataset
PCN,2025-09,-0.9346,nearest_cell,0,consolidated_dataset
PER,2025-09,-0.3434,cells,1704,consolidated_dataset
PHL,2025-09,1.7025,cells,385,consolidated_dataset
PLW,2025-09,1.5196,nearest_cell,0,consolidated_dataset
PNG,2025-09,0.3733,cells,616,consolidated_dataset
POL,2025-09,0.187,cells,655,consolidated_dataset
PRI,2025-09,0.2686,cells,12,consolidated_dataset
PRK,2025-09,-0.0514,cells,202,consolidated_dataset
PRT,2025-09,-1.3435,cells,155,consolidated_dataset
PRY,2025-09,-0.3924,cells,564,consolidated_dataset
PSE,2025-09,-1.7357,cells,12,consolidated_dataset
PYF,2025-09,-0.4184,cells,3,consolidated_dataset
QAT,2025-09,-1.135,cells,14,consolidated_dataset
RKS,2025-09,-1.6392,cells,19,consolidated_dataset
ROU,2025-09,-1.2795,cells,434,consolidated_dataset
RUS,2025-09,-0.2814,cells,46501,consolidated_dataset
RWA,2025-09,-0.2955,cells,35,consolidated_dataset
SAU,2025-09,-0.9564,cells,2730,consolidated_dataset
SDN,2025-09,-0.7586,cells,2494,consolidated_dataset
SEN,2025-09,1.029,cells,265,consolidated_dataset
SGP,2025-09,-0.5812,nearest_cell,0,consolidated_dataset
SGS,2025-09,1.3987,cells,8,consolidated_dataset
SHN,2025-09,-1.7372,nearest_cell,0,consolidated_dataset
SLB,2025-09,-0.4145,cells,34,consolidated_dataset
SLE,2025-09,2.398,cells,91,consolidated_dataset
SLV,2025-09,-0.9243,cells,28,consolidated_dataset
SMR,2025-09,0.8457,nearest_cell,0,consolidated_dataset
SOM,2025-09,-1.4333,cells,848,consolidated_dataset
SPM,2025-09,-1.7629,nearest_cell,0,consolidated_dataset
SRB,2025-09,-1.273,cells,137,consolidated_dataset
SSD,2025-09,-0.2511,cells,801,consolidated_dataset
STP,2025-09,-1.0197,cells,1,consolidated_dataset
SUR,2025-09,0.3136,cells,187,consolidated_dataset
SVK,2025-09,0.0577,cells,90,consolidated_dataset
SVN,2025-09,-0.0024,cells,39,consolidated_dataset
SWE,2025-09,0.0106,cells,1255,consolidated_dataset
SWZ,2025-09,-0.2438,cells,25,consolidated_dataset
SXM,2025-09,-0.2077,nearest_cell,0,consolidated_dataset
SYC,2025-09,-0.565,nearest_cell,0,consolidated_dataset
SYR,2025-09,-1.838,cells,297,consolidated_dataset
TCA,2025-09,1.0323,nearest_cell,0,consolidated_dataset
TCD,2025-09,-0.6105,cells,1692,consolidated_dataset
TGO,2025-09,-1.7166,cells,74,consolidated_dataset
THA,2025-09,-0.0596,cells,688,consolidated_dataset
TJK,2025-09,-2.5261,cells,238,consolidated_dataset
TKM,2025-09,-1.3454,cells,787,consolidated_dataset
TLS,2025-09,-0.1376,cells,20,consolidated_dataset
TON,2025-09,-0.0916,nearest_cell,0,consolidated_dataset
TTO,2025-09,-1.1232,cells,6,consolidated_dataset
TUN,2025-09,-0.7392,cells,243,consolidated_dataset
TUR,2025-09,-1.5923,cells,1295,consolidated_dataset
TUV,2025-09,-0.7284,nearest_cell,0,consolidated_dataset
TWN,2025-09,0.3765,cells,50,consolidated_dataset
TZA,2025-09,-0.7652,cells,1192,consolidated_dataset
UGA,2025-09,-0.1788,cells,290,consolidated_dataset
UKR,2025-09,-1.2303,cells,1134,consolidated_dataset
URY,2025-09,-0.8029,cells,274,consolidated_dataset
USA,2025-09,-0.1266,cells,17502,consolidated_dataset
UZB,2025-09,-1.6361,cells,767,consolidated_dataset
VAT,2025-09,0.8427,nearest_cell,0,consolidated_dataset
VCT,2025-09,-1.5018,nearest_cell,0,consolidated_dataset
VEN,2025-09,-0.954,cells,1190,consolidated_dataset
VGB,2025-09,-0.4756,nearest_cell,0,consolidated_dataset
VIR,2025-09,-0.4804,nearest_cell,0,consolidated_dataset
VNM,2025-09,0.7182,cells,447,consolidated_dataset
VUT,2025-09,0.3191,cells,16,consolidated_dataset
WLF,2025-09,-0.9768,nearest_cell,0,consolidated_dataset
WSM,2025-09,-0.024,cells,5,consolidated_dataset
YEM,2025-09,0.3708,cells,610,consolidated_dataset
ZAF,2025-09,0.0348,cells,1810,consolidated_dataset
ZMB,2025-09,-0.618,cells,1006,consolidated_dataset
ZWE,2025-09,-2.0567,cells,530,consolidated_dataset
ABW,2025-10,-0.8072,cells,1,consolidated_dataset
AFG,2025-10,-1.5246,cells,1000,consolidated_dataset
AGO,2025-10,-0.754,cells,1627,consolidated_dataset
AIA,2025-10,0.5951,nearest_cell,0,consolidated_dataset
ALA,2025-10,0.1706,cells,2,consolidated_dataset
ALB,2025-10,0.321,cells,50,consolidated_dataset
AND,2025-10,-0.9262,cells,1,consolidated_dataset
ARE,2025-10,-0.8838,cells,98,consolidated_dataset
ARG,2025-10,-0.4693,cells,4440,consolidated_dataset
ARM,2025-10,-1.8265,cells,46,consolidated_dataset
ASM,2025-10,1.2397,nearest_cell,0,consolidated_dataset
ATA,2025-10,0.5769,cells,95862,consolidated_dataset
ATF,2025-10,-0.0548,cells,14,consolidated_dataset
ATG,2025-10,0.3885,cells,1,consolidated_dataset
AUS,2025-10,-0.0178,cells,11143,consolidated_dataset
AUT,2025-10,-0.6398,cells,163,consolidated_dataset
AZE,2025-10,-0.5715,cells,150,consolidated_dataset
BDI,2025-10,-0.3627,cells,35,consolidated_dataset
BEL,2025-10,-0.8412,cells,62,consolidated_dataset
BEN,2025-10,-0.1545,cells,153,consolidated_dataset
BFA,2025-10,-0.3554,cells,363,consolidated_dataset
BGD,2025-10,-0.4865,cells,194,consolidated_dataset
BGR,2025-10,0.2541,cells,201,consolidated_dataset
BHR,2025-10,-0.1375,cells,1,consolidated_dataset
BHS,2025-10,1.3965,cells,11,consolidated_dataset
BIH,2025-10,-0.6852,cells,90,consolidated_dataset
BLM,2025-10,0.5951,nearest_cell,0,consolidated_dataset
BLR,2025-10,-0.8751,cells,451,consolidated_dataset
BLZ,2025-10,-0.6279,cells,28,consolidated_dataset
BMU,2025-10,0.6516,nearest_cell,0,consolidated_dataset
BOL,2025-10,-0.868,cells,1473,consolidated_dataset
BRA,2025-10,-0.7799,cells,11266,consolidated_dataset
BRB,2025-10,-1.2476,nearest_cell,0,consolidated_dataset
BRN,2025-10,1.4361,cells,8,consolidated_dataset
BTN,2025-10,0.257,cells,58,consolidated_dataset
BWA,2025-10,-0.5206,cells,819,consolidated_dataset
CAF,2025-10,-1.1493,cells,804,consolidated_dataset
CAN,2025-10,-0.5624,cells,26878,consolidated_dataset
CHE,2025-10,0.6996,cells,78,consolidated_dataset
CHL,2025-10,-0.2197,cells,1234,consolidated_dataset
CHN,2025-10,0.293,cells,15188,consolidated_dataset
CIV,2025-10,-1.029,cells,421,consolidated_dataset
CMR,2025-10,-0.3729,cells,607,consolidated_dataset
COD,2025-10,-1.8199,cells,2983,consolidated_dataset
COG,2025-10,-0.4688,cells,451,consolidated_dataset
COK,2025-10,0.9066,nearest_cell,0,consolidated_dataset
COL,2025-10,0.0205,cells,1486,consolidated_dataset
COM,2025-10,-0.0544,cells,3,consolidated_dataset
CPV,2025-10,-0.1297,cells,3,consolidated_dataset
CRI,2025-10,-0.1562,cells,69,consolidated_dataset
CUB,2025-10,0.6966,cells,158,consolidated_dataset
CUW,2025-10,-1.3346,nearest_cell,0,consolidated_dataset
CYM,2025-10,-1.97,nearest_cell,0,consolidated_dataset
CYP,2025-10,-0.9974,cells,16,consolidated_dataset
CZE,2025-10,-0.1219,cells,158,consolidated_dataset
DEU,2025-10,-0.0536,cells,733,consolidated_dataset
DJI,2025-10,0.1744,cells,28,consolidated_dataset
DMA,2025-10,0.2715,nearest_cell,0,consolidated_dataset
DNK,2025-10,-0.2613,cells,88,consolidated_dataset
DOM,2025-10,0.7322,cells,69,consolidated_dataset
DZA,2025-10,-0.703,cells,3421,consolidated_dataset
ECU,2025-10,0.5284,cells,334,consolidated_dataset
EGY,2025-10,-0.4693,cells,1487,consolidated_dataset
ERI,2025-10,0.8454,cells,170,consolidated_dataset
ESH,2025-10,-0.3323,cells,129,consolidated_dataset
ESP,2025-10,-1.1825,cells,854,consolidated_dataset
EST,2025-10,-0.0089,cells,114,consolidated_dataset
ETH,2025-10,-0.0045,cells,1471,consolidated_dataset
FIN,2025-10,0.3425,cells,983,consolidated_dataset
FJI,2025-10,-0.9016,cells,22,consolidated_dataset
FLK,2025-10,-1.5783,cells,24,consolidated_dataset
FRA,2025-10,0.1159,cells,1132,consolidated_dataset
FRO,2025-10,-0.2972,cells,5,consolidated_dataset
FSM,2025-10,-0.4844,nearest_cell,0,consolidated_dataset
GAB,2025-10,-0.9364,cells,334,consolidated_dataset
GBR,2025-10,-0.4206,cells,511,consolidated_dataset
GEO,2025-10,-0.1866,cells,123,consolidated_dataset
GGY,2025-10,0.2048,nearest_cell,0,consolidated_dataset
GHA,2025-10,-1.1616,cells,309,consolidated_dataset
GIN,2025-10,0.9424,cells,322,consolidated_dataset
GMB,2025-10,1.4069,cells,18,consolidated_dataset
GNB,2025-10,1.7494,cells,46,consolidated_dataset
GNQ,2025-10,-1.1517,cells,30,consolidated_dataset
GRC,2025-10,0.1375,cells,219,consolidated_dataset
GRD,2025-10,-1.2811,nearest_cell,0,consolidated_dataset
GRL,2025-10,0.2499,cells,10614,consolidated_dataset
GTM,2025-10,-0.4951,cells,150,consolidated_dataset
GUM,2025-10,-0.3154,nearest_cell,0,consolidated_dataset
GUY,2025-10,-1.2349,cells,272,consolidated_dataset
HKG,2025-10,1.5726,cells,2,consolidated_dataset
HMD,2025-10,0.3694,nearest_cell,0,consolidated_dataset
HND,2025-10,-0.293,cells,152,consolidated_dataset
HRV,2025-10,-0.5078,cells,101,consolidated_dataset
HTI,2025-10,0.9497,cells,38,consolidated_dataset
HUN,2025-10,-0.5862,cells,180,consolidated_dataset
IDN,2025-10,0.6417,cells,2376,consolidated_dataset
IMN,2025-10,0.6027,cells,1,consolidated_dataset
IND,2025-10,0.951,cells,4439,consolidated_dataset
IOT,2025-10,-1.3335,nearest_cell,0,consolidated_dataset
IRL,2025-10,0.3662,cells,153,consolidated_dataset
IRN,2025-10,-1.8566,cells,2487,consolidated_dataset
IRQ,2025-10,-1.3909,cells,670,consolidated_dataset
ISL,2025-10,-0.2522,cells,307,consolidated_dataset
ISR,2025-10,-1.3731,cells,34,consolidated_dataset
ITA,2025-10,-0.0308,cells,527,consolidated_dataset
JAM,2025-10,1.7342,cells,14,consolidated_dataset
JEY,2025-10,0.1937,nearest_cell,0,consolidated_dataset
JOR,2025-10,-1.2899,cells,130,consolidated_dataset
JPN,2025-10,0.2551,cells,606,consolidated_dataset
KAZ,2025-10,-0.0241,cells,5237,consolidated_dataset
KEN,2025-10,0.0776,cells,759,consolidated_dataset
KGZ,2025-10,-1.5672,cells,343,consolidated_dataset
KHM,2025-10,-0.018,cells,239,consolidated_dataset
KIR,2025-10,-1.3848,nearest_cell,0,consolidated_dataset
KNA,2025-10,0.5951,nearest_cell,0,consolidated_dataset
KOR,2025-10,0.8123,cells,155,consolidated_dataset
KWT,2025-10,-2.4002,cells,24,consolidated_dataset
LAO,2025-10,0.2177,cells,306,consolidated_dataset
LBN,2025-10,-1.3776,cells,15,consolidated_dataset
LBR,2025-10,1.2106,cells,121,consolidated_dataset
LBY,2025-10,-0.3823,cells,2353,consolidated_dataset
LCA,2025-10,-0.8471,cells,2,consolidated_dataset
LIE,2025-10,0.064,nearest_cell,0,consolidated_dataset
LKA,2025-10,-0.3907,cells,87,consolidated_dataset
LSO,2025-10,0.3352,cells,45,consolidated_dataset
LTU,2025-10,-0.0167,cells,150,consolidated_dataset
LUX,2025-10,0.8757,cells,5,consolidated_dataset
LVA,2025-10,-0.2801,cells,149,consolidated_dataset
